policy_id,customer_id,policy_type,premium,coverage_amount,deductible,policy_start_date,policy_end_date,policy_status,first_name,last_name,age,gender,marital_status,region,income,credit_score,employment_status,engagement_score,mobile_app_logins,response_time_minutes,risk_zone,past_claim_count,past_claim_amount_total,max_severity,last_claim_date,days_since_last_claim,driving_score,bmi,smoker_flag,property_risk_index,raw_text,sentiment_score,will_file_claim
5,5,Auto,110.0,45000.0,500.0,2022-11-11,,Active,Eva,Lopez,40,Female,Married,Florida,96713.22203929158,687,Employed,69,10,75,2,1,2200.0,2.0,2024-09-01,122.0,70.04240422702638,16.650493004921803,0,2,Water leak caused interior damage,0.0336303864391327,0
6,6,Auto,175.0,40000.0,1000.0,2023-02-01,,Active,Frank,Ng,37,Male,Single,Washington,67502.12450056196,623,Unemployed,40,2,180,4,0,0.0,1.0,,9999.0,71.03091054252883,23.626274824554166,0,5,Severe collision with significant damage,0.4351119390207837,0
7,7,Home,130.0,500000.0,1500.0,2021-09-12,,Active,Grace,Patel,50,Female,Widowed,New Jersey,106443.28123757002,770,Employed,95,30,15,1,1,9000.0,4.0,2024-11-30,32.0,84.12750527226655,20.923013277993455,0,2,Car vandalized overnight,-0.037535101351814926,0
8,8,Auto,105.0,30000.0,500.0,2023-05-01,,Active,Henry,Smith,28,Male,Single,Nevada,62111.841708105894,586,Student,55,8,200,3,0,0.0,1.0,,9999.0,78.48519219519645,28.885483995571644,0,4,Water leak caused interior damage,-0.0022380153806086755,1
9,9,Health,220.0,1000000.0,100.0,2019-10-01,,Active,Isabella,Rossi,34,Female,Married,Colorado,78528.9488693879,722,Employed,78,17,40,2,1,1500.0,2.0,2024-04-03,273.0,63.268547260344505,21.551855546872734,0,4,Severe collision with significant damage,0.37128766670078195,0
10,10,Auto,150.0,55000.0,750.0,2023-01-30,,Active,Jason,Liu,47,Male,Married,Massachusetts,107809.10606816268,702,Employed,65,11,90,2,1,5000.0,3.0,2025-01-12,-11.0,77.39224685418371,18.526177791988253,1,4,"Small scratch, almost no damage",-0.25821020523482585,1
1,1,Auto,120.0,50000.0,500.0,2023-01-10,,Active,Alice,Chen,32,Female,Single,New York,89174.702581475,726,Employed,75,22,45,2,2,4700.0,3.0,2024-06-10,205.0,75.14087466903835,24.21949384312523,0,4,Theft incident reported in neighborhood,0.002029923807814932,1
2,2,Home,95.0,350000.0,1000.0,2022-05-01,,Active,Bob,Martinez,45,Male,Married,California,120915.91415275417,683,Employed,82,18,30,1,1,12000.0,5.0,2024-05-18,228.0,68.06931729765388,24.205621478578458,0,2,Car vandalized overnight,0.03782494639200781,0
3,3,Auto,140.0,60000.0,750.0,2023-03-15,,Active,Carol,Wong,29,Female,Single,Texas,61863.73952520429,675,Self-Employed,60,5,120,3,1,8000.0,4.0,2024-03-21,286.0,80.33952457817507,28.451773629396204,0,2,Windshield cracked by falling debris,-0.033696217336479775,0
4,4,Life,200.0,250000.0,0.0,2020-07-20,,Active,Daniel,Kim,52,Male,Married,Illinois,136452.27841334924,808,Employed,88,25,20,1,0,0.0,1.0,,9999.0,83.82094587849177,15.520318532053214,0,1,Minor accident but resolved quickly,0.06540278994086333,0
5,5,Auto,110.0,45000.0,500.0,2022-11-11,,Active,Eva,Lopez,40,Female,Married,Florida,94577.48614189873,710,Employed,69,10,75,2,1,2200.0,2.0,2024-09-01,122.0,70.13965204436326,16.650493004921803,0,2,Water leak caused interior damage,0.08450049668018803,1
6,6,Auto,175.0,40000.0,1000.0,2023-02-01,,Active,Frank,Ng,37,Male,Single,Washington,78431.45863515386,603,Unemployed,40,2,180,4,0,0.0,1.0,,9999.0,71.75488744273484,23.626274824554166,0,5,Severe collision with significant damage,0.4294710962245025,1
7,7,Home,130.0,500000.0,1500.0,2021-09-12,,Active,Grace,Patel,50,Female,Widowed,New Jersey,97492.56852184738,783,Employed,95,30,15,1,1,9000.0,4.0,2024-11-30,32.0,95.48709376004417,20.923013277993455,0,2,Car vandalized overnight,-0.0551818935624699,1
8,8,Auto,105.0,30000.0,500.0,2023-05-01,,Active,Henry,Smith,28,Male,Single,Nevada,54631.97078378657,576,Student,55,8,200,3,0,0.0,1.0,,9999.0,70.63574745328548,28.885483995571644,0,4,Water leak caused interior damage,0.006781600438797668,1
9,9,Health,220.0,1000000.0,100.0,2019-10-01,,Active,Isabella,Rossi,34,Female,Married,Colorado,78696.10743607405,752,Employed,78,17,40,2,1,1500.0,2.0,2024-04-03,273.0,63.63470074031971,21.551855546872734,0,4,Severe collision with significant damage,0.4255351082293055,0
10,10,Auto,150.0,55000.0,750.0,2023-01-30,,Active,Jason,Liu,47,Male,Married,Massachusetts,123015.94050435042,706,Employed,65,11,90,2,1,5000.0,3.0,2025-01-12,-11.0,68.65031822561723,18.526177791988253,1,4,"Small scratch, almost no damage",-0.21254780277369803,1
1,1,Auto,120.0,50000.0,500.0,2023-01-10,,Active,Alice,Chen,32,Female,Single,New York,78820.00420561201,746,Employed,75,22,45,2,2,4700.0,3.0,2024-06-10,205.0,66.2203150770435,24.21949384312523,0,4,Theft incident reported in neighborhood,0.02310066549646424,0
2,2,Home,95.0,350000.0,1000.0,2022-05-01,,Active,Bob,Martinez,45,Male,Married,California,116629.05961405231,693,Employed,82,18,30,1,1,12000.0,5.0,2024-05-18,228.0,68.91720057637569,24.205621478578458,0,2,Car vandalized overnight,-0.008511344579587188,0
3,3,Auto,140.0,60000.0,750.0,2023-03-15,,Active,Carol,Wong,29,Female,Single,Texas,69568.16755893038,645,Self-Employed,60,5,120,3,1,8000.0,4.0,2024-03-21,286.0,76.17565528580687,28.451773629396204,0,2,Windshield cracked by falling debris,0.0863651962530979,1
4,4,Life,200.0,250000.0,0.0,2020-07-20,,Active,Daniel,Kim,52,Male,Married,Illinois,134501.89900962525,774,Employed,88,25,20,1,0,0.0,1.0,,9999.0,89.47576208397929,15.520318532053214,0,1,Minor accident but resolved quickly,0.15270961028963967,1
5,5,Auto,110.0,45000.0,500.0,2022-11-11,,Active,Eva,Lopez,40,Female,Married,Florida,89199.18041707572,702,Employed,69,10,75,2,1,2200.0,2.0,2024-09-01,122.0,69.13467026366922,16.650493004921803,0,2,Water leak caused interior damage,-0.025747962966034516,1
6,6,Auto,175.0,40000.0,1000.0,2023-02-01,,Active,Frank,Ng,37,Male,Single,Washington,83098.88399200403,654,Unemployed,40,2,180,4,0,0.0,1.0,,9999.0,72.18194034904153,23.626274824554166,0,5,Severe collision with significant damage,0.41855378644227975,1
7,7,Home,130.0,500000.0,1500.0,2021-09-12,,Active,Grace,Patel,50,Female,Widowed,New Jersey,96586.96023184809,780,Employed,95,30,15,1,1,9000.0,4.0,2024-11-30,32.0,89.16623548731182,20.923013277993455,0,2,Car vandalized overnight,0.004802932097571021,0
8,8,Auto,105.0,30000.0,500.0,2023-05-01,,Active,Henry,Smith,28,Male,Single,Nevada,59942.87780917962,611,Student,55,8,200,3,0,0.0,1.0,,9999.0,90.90263921911126,28.885483995571644,0,4,Water leak caused interior damage,0.017489886362681117,1
9,9,Health,220.0,1000000.0,100.0,2019-10-01,,Active,Isabella,Rossi,34,Female,Married,Colorado,80807.62976721118,720,Employed,78,17,40,2,1,1500.0,2.0,2024-04-03,273.0,65.59194678872143,21.551855546872734,0,4,Severe collision with significant damage,0.38515746007956037,0
10,10,Auto,150.0,55000.0,750.0,2023-01-30,,Active,Jason,Liu,47,Male,Married,Massachusetts,106781.05325969802,729,Employed,65,11,90,2,1,5000.0,3.0,2025-01-12,-11.0,83.88063670130043,18.526177791988253,1,4,"Small scratch, almost no damage",-0.2251612213116545,1
1,1,Auto,120.0,50000.0,500.0,2023-01-10,,Active,Alice,Chen,32,Female,Single,New York,79237.38904477273,733,Employed,75,22,45,2,2,4700.0,3.0,2024-06-10,205.0,66.6292186340378,24.21949384312523,0,4,Theft incident reported in neighborhood,-0.04892281266996035,1
2,2,Home,95.0,350000.0,1000.0,2022-05-01,,Active,Bob,Martinez,45,Male,Married,California,121077.27061701016,667,Employed,82,18,30,1,1,12000.0,5.0,2024-05-18,228.0,73.73978650414828,24.205621478578458,0,2,Car vandalized overnight,-0.07255531935850042,1
3,3,Auto,140.0,60000.0,750.0,2023-03-15,,Active,Carol,Wong,29,Female,Single,Texas,75254.66630351562,643,Self-Employed,60,5,120,3,1,8000.0,4.0,2024-03-21,286.0,77.04922049802607,28.451773629396204,0,2,Windshield cracked by falling debris,0.0717066361616792,1
4,4,Life,200.0,250000.0,0.0,2020-07-20,,Active,Daniel,Kim,52,Male,Married,Illinois,136618.3315804701,793,Employed,88,25,20,1,0,0.0,1.0,,9999.0,80.48296923918721,15.520318532053214,0,1,Minor accident but resolved quickly,0.1541458947561251,1
5,5,Auto,110.0,45000.0,500.0,2022-11-11,,Active,Eva,Lopez,40,Female,Married,Florida,90360.29034792664,699,Employed,69,10,75,2,1,2200.0,2.0,2024-09-01,122.0,68.87233994023244,16.650493004921803,0,2,Water leak caused interior damage,0.03854236387042895,1
6,6,Auto,175.0,40000.0,1000.0,2023-02-01,,Active,Frank,Ng,37,Male,Single,Washington,75330.92174320192,645,Unemployed,40,2,180,4,0,0.0,1.0,,9999.0,65.97853436467257,23.626274824554166,0,5,Severe collision with significant damage,0.2870120389911187,0
7,7,Home,130.0,500000.0,1500.0,2021-09-12,,Active,Grace,Patel,50,Female,Widowed,New Jersey,98966.32905673026,784,Employed,95,30,15,1,1,9000.0,4.0,2024-11-30,32.0,91.27076677988127,20.923013277993455,0,2,Car vandalized overnight,0.053334155435725145,0
8,8,Auto,105.0,30000.0,500.0,2023-05-01,,Active,Henry,Smith,28,Male,Single,Nevada,64733.92928056401,560,Student,55,8,200,3,0,0.0,1.0,,9999.0,83.25352258003922,28.885483995571644,0,4,Water leak caused interior damage,-0.02607428226778838,1
9,9,Health,220.0,1000000.0,100.0,2019-10-01,,Active,Isabella,Rossi,34,Female,Married,Colorado,77978.23090483254,729,Employed,78,17,40,2,1,1500.0,2.0,2024-04-03,273.0,58.4097069017342,21.551855546872734,0,4,Severe collision with significant damage,0.33468909165954774,1
10,10,Auto,150.0,55000.0,750.0,2023-01-30,,Active,Jason,Liu,47,Male,Married,Massachusetts,104572.85806232574,689,Employed,65,11,90,2,1,5000.0,3.0,2025-01-12,-11.0,80.57039645285221,18.526177791988253,1,4,"Small scratch, almost no damage",-0.2531686583815993,1
1,1,Auto,120.0,50000.0,500.0,2023-01-10,,Active,Alice,Chen,32,Female,Single,New York,78673.38429754182,714,Employed,75,22,45,2,2,4700.0,3.0,2024-06-10,205.0,75.98648777301766,24.21949384312523,0,4,Theft incident reported in neighborhood,-0.048899010527126245,1
2,2,Home,95.0,350000.0,1000.0,2022-05-01,,Active,Bob,Martinez,45,Male,Married,California,120316.03605697623,694,Employed,82,18,30,1,1,12000.0,5.0,2024-05-18,228.0,73.75219308471887,24.205621478578458,0,2,Car vandalized overnight,-8.658491128034794e-05,1
3,3,Auto,140.0,60000.0,750.0,2023-03-15,,Active,Carol,Wong,29,Female,Single,Texas,72242.7698527212,659,Self-Employed,60,5,120,3,1,8000.0,4.0,2024-03-21,286.0,76.95166954121684,28.451773629396204,0,2,Windshield cracked by falling debris,-0.006816917350724327,1
4,4,Life,200.0,250000.0,0.0,2020-07-20,,Active,Daniel,Kim,52,Male,Married,Illinois,135949.94100648776,782,Employed,88,25,20,1,0,0.0,1.0,,9999.0,86.39472270677062,15.520318532053214,0,1,Minor accident but resolved quickly,0.1946864619283608,1
5,5,Auto,110.0,45000.0,500.0,2022-11-11,,Active,Eva,Lopez,40,Female,Married,Florida,88730.52485891743,705,Employed,69,10,75,2,1,2200.0,2.0,2024-09-01,122.0,67.29837566607577,16.650493004921803,0,2,Water leak caused interior damage,0.07566722510697349,1
6,6,Auto,175.0,40000.0,1000.0,2023-02-01,,Active,Frank,Ng,37,Male,Single,Washington,76833.76518624791,649,Unemployed,40,2,180,4,0,0.0,1.0,,9999.0,67.59779934212925,23.626274824554166,0,5,Severe collision with significant damage,0.44907578964207917,1
7,7,Home,130.0,500000.0,1500.0,2021-09-12,,Active,Grace,Patel,50,Female,Widowed,New Jersey,100744.8493755785,770,Employed,95,30,15,1,1,9000.0,4.0,2024-11-30,32.0,86.29941458012176,20.923013277993455,0,2,Car vandalized overnight,-0.11322574896980582,1
8,8,Auto,105.0,30000.0,500.0,2023-05-01,,Active,Henry,Smith,28,Male,Single,Nevada,63304.76189461706,607,Student,55,8,200,3,0,0.0,1.0,,9999.0,77.22399782601377,28.885483995571644,0,4,Water leak caused interior damage,-0.04675834149216426,0
9,9,Health,220.0,1000000.0,100.0,2019-10-01,,Active,Isabella,Rossi,34,Female,Married,Colorado,85306.0155497471,711,Employed,78,17,40,2,1,1500.0,2.0,2024-04-03,273.0,59.458805230725424,21.551855546872734,0,4,Severe collision with significant damage,0.2612556618088819,1
10,10,Auto,150.0,55000.0,750.0,2023-01-30,,Active,Jason,Liu,47,Male,Married,Massachusetts,106182.43948570802,667,Employed,65,11,90,2,1,5000.0,3.0,2025-01-12,-11.0,74.7721401638708,18.526177791988253,1,4,"Small scratch, almost no damage",-0.30967711372175155,1
1,1,Auto,120.0,50000.0,500.0,2023-01-10,,Active,Alice,Chen,32,Female,Single,New York,75641.61374542641,701,Employed,75,22,45,2,2,4700.0,3.0,2024-06-10,205.0,78.66581007612511,24.21949384312523,0,4,Theft incident reported in neighborhood,-0.032475910545191576,0
2,2,Home,95.0,350000.0,1000.0,2022-05-01,,Active,Bob,Martinez,45,Male,Married,California,118593.8528055182,694,Employed,82,18,30,1,1,12000.0,5.0,2024-05-18,228.0,67.79141169032121,24.205621478578458,0,2,Car vandalized overnight,0.02052808076134718,0
3,3,Auto,140.0,60000.0,750.0,2023-03-15,,Active,Carol,Wong,29,Female,Single,Texas,63922.63413103971,649,Self-Employed,60,5,120,3,1,8000.0,4.0,2024-03-21,286.0,81.80852364139763,28.451773629396204,0,2,Windshield cracked by falling debris,-0.02599666172462702,0
4,4,Life,200.0,250000.0,0.0,2020-07-20,,Active,Daniel,Kim,52,Male,Married,Illinois,138327.83274629805,758,Employed,88,25,20,1,0,0.0,1.0,,9999.0,87.53464040628401,15.520318532053214,0,1,Minor accident but resolved quickly,0.11706316311923437,1
5,5,Auto,110.0,45000.0,500.0,2022-11-11,,Active,Eva,Lopez,40,Female,Married,Florida,87102.6648186116,719,Employed,69,10,75,2,1,2200.0,2.0,2024-09-01,122.0,61.4640875124267,16.650493004921803,0,2,Water leak caused interior damage,0.00908823415998816,1
6,6,Auto,175.0,40000.0,1000.0,2023-02-01,,Active,Frank,Ng,37,Male,Single,Washington,67496.88544574422,660,Unemployed,40,2,180,4,0,0.0,1.0,,9999.0,69.57945606683617,23.626274824554166,0,5,Severe collision with significant damage,0.2895345177396095,0
7,7,Home,130.0,500000.0,1500.0,2021-09-12,,Active,Grace,Patel,50,Female,Widowed,New Jersey,97703.19420476929,762,Employed,95,30,15,1,1,9000.0,4.0,2024-11-30,32.0,86.2560612219551,20.923013277993455,0,2,Car vandalized overnight,-0.04192965764819319,0
8,8,Auto,105.0,30000.0,500.0,2023-05-01,,Active,Henry,Smith,28,Male,Single,Nevada,54032.1026981646,584,Student,55,8,200,3,0,0.0,1.0,,9999.0,78.27574759478077,28.885483995571644,0,4,Water leak caused interior damage,-0.025177831290868632,1
9,9,Health,220.0,1000000.0,100.0,2019-10-01,,Active,Isabella,Rossi,34,Female,Married,Colorado,86360.6308760434,720,Employed,78,17,40,2,1,1500.0,2.0,2024-04-03,273.0,69.31659555871705,21.551855546872734,0,4,Severe collision with significant damage,0.3648799005684328,1
10,10,Auto,150.0,55000.0,750.0,2023-01-30,,Active,Jason,Liu,47,Male,Married,Massachusetts,111886.56781779228,702,Employed,65,11,90,2,1,5000.0,3.0,2025-01-12,-11.0,71.86723868414552,18.526177791988253,1,4,"Small scratch, almost no damage",-0.24615230048872275,0
1,1,Auto,120.0,50000.0,500.0,2023-01-10,,Active,Alice,Chen,32,Female,Single,New York,87590.23243605485,728,Employed,75,22,45,2,2,4700.0,3.0,2024-06-10,205.0,76.61954498599233,24.21949384312523,0,4,Theft incident reported in neighborhood,0.07503248948665209,1
2,2,Home,95.0,350000.0,1000.0,2022-05-01,,Active,Bob,Martinez,45,Male,Married,California,122144.10613961943,677,Employed,82,18,30,1,1,12000.0,5.0,2024-05-18,228.0,68.17875498580261,24.205621478578458,0,2,Car vandalized overnight,0.045416808054054736,1
3,3,Auto,140.0,60000.0,750.0,2023-03-15,,Active,Carol,Wong,29,Female,Single,Texas,71360.6846371137,672,Self-Employed,60,5,120,3,1,8000.0,4.0,2024-03-21,286.0,80.57596531895672,28.451773629396204,0,2,Windshield cracked by falling debris,-0.03846550122459674,1
4,4,Life,200.0,250000.0,0.0,2020-07-20,,Active,Daniel,Kim,52,Male,Married,Illinois,139533.3681002763,800,Employed,88,25,20,1,0,0.0,1.0,,9999.0,91.69697173882439,15.520318532053214,0,1,Minor accident but resolved quickly,0.12860021369409327,0
5,5,Auto,110.0,45000.0,500.0,2022-11-11,,Active,Eva,Lopez,40,Female,Married,Florida,87841.01856270162,700,Employed,69,10,75,2,1,2200.0,2.0,2024-09-01,122.0,68.24551552031554,16.650493004921803,0,2,Water leak caused interior damage,-0.016471956854606173,1
6,6,Auto,175.0,40000.0,1000.0,2023-02-01,,Active,Frank,Ng,37,Male,Single,Washington,69320.15346803324,629,Unemployed,40,2,180,4,0,0.0,1.0,,9999.0,65.74885793028824,23.626274824554166,0,5,Severe collision with significant damage,0.3492923741739628,0
7,7,Home,130.0,500000.0,1500.0,2021-09-12,,Active,Grace,Patel,50,Female,Widowed,New Jersey,96612.26505100935,762,Employed,95,30,15,1,1,9000.0,4.0,2024-11-30,32.0,90.84404380219254,20.923013277993455,0,2,Car vandalized overnight,0.013625791291045495,0
8,8,Auto,105.0,30000.0,500.0,2023-05-01,,Active,Henry,Smith,28,Male,Single,Nevada,59819.00150504272,603,Student,55,8,200,3,0,0.0,1.0,,9999.0,84.55184033841316,28.885483995571644,0,4,Water leak caused interior damage,-0.09298897764854541,1
9,9,Health,220.0,1000000.0,100.0,2019-10-01,,Active,Isabella,Rossi,34,Female,Married,Colorado,69742.63207415723,744,Employed,78,17,40,2,1,1500.0,2.0,2024-04-03,273.0,64.25714761022178,21.551855546872734,0,4,Severe collision with significant damage,0.4190357194003242,0
10,10,Auto,150.0,55000.0,750.0,2023-01-30,,Active,Jason,Liu,47,Male,Married,Massachusetts,114570.90353317533,696,Employed,65,11,90,2,1,5000.0,3.0,2025-01-12,-11.0,75.44169606533947,18.526177791988253,1,4,"Small scratch, almost no damage",-0.1653224604642322,1
1,1,Auto,120.0,50000.0,500.0,2023-01-10,,Active,Alice,Chen,32,Female,Single,New York,77413.01111926831,733,Employed,75,22,45,2,2,4700.0,3.0,2024-06-10,205.0,77.51325086680676,24.21949384312523,0,4,Theft incident reported in neighborhood,-0.013492027033590842,1
2,2,Home,95.0,350000.0,1000.0,2022-05-01,,Active,Bob,Martinez,45,Male,Married,California,122396.37330331656,700,Employed,82,18,30,1,1,12000.0,5.0,2024-05-18,228.0,68.49573646742424,24.205621478578458,0,2,Car vandalized overnight,-0.014468221255891436,0
3,3,Auto,140.0,60000.0,750.0,2023-03-15,,Active,Carol,Wong,29,Female,Single,Texas,67327.71684317788,675,Self-Employed,60,5,120,3,1,8000.0,4.0,2024-03-21,286.0,72.42142476153711,28.451773629396204,0,2,Windshield cracked by falling debris,0.007852212360433573,0
4,4,Life,200.0,250000.0,0.0,2020-07-20,,Active,Daniel,Kim,52,Male,Married,Illinois,136140.7012985986,765,Employed,88,25,20,1,0,0.0,1.0,,9999.0,89.23368147848623,15.520318532053214,0,1,Minor accident but resolved quickly,0.19263596551467718,0
5,5,Auto,110.0,45000.0,500.0,2022-11-11,,Active,Eva,Lopez,40,Female,Married,Florida,88112.32103483944,715,Employed,69,10,75,2,1,2200.0,2.0,2024-09-01,122.0,61.803109868264904,16.650493004921803,0,2,Water leak caused interior damage,-0.016214685840862116,0
6,6,Auto,175.0,40000.0,1000.0,2023-02-01,,Active,Frank,Ng,37,Male,Single,Washington,75868.82591157226,608,Unemployed,40,2,180,4,0,0.0,1.0,,9999.0,68.68827910224363,23.626274824554166,0,5,Severe collision with significant damage,0.4216972583050868,0
7,7,Home,130.0,500000.0,1500.0,2021-09-12,,Active,Grace,Patel,50,Female,Widowed,New Jersey,98112.48990352852,751,Employed,95,30,15,1,1,9000.0,4.0,2024-11-30,32.0,85.76198288846244,20.923013277993455,0,2,Car vandalized overnight,0.024424733622662138,0
8,8,Auto,105.0,30000.0,500.0,2023-05-01,,Active,Henry,Smith,28,Male,Single,Nevada,57775.27541679204,609,Student,55,8,200,3,0,0.0,1.0,,9999.0,79.3567159665803,28.885483995571644,0,4,Water leak caused interior damage,0.11808057220023452,1
9,9,Health,220.0,1000000.0,100.0,2019-10-01,,Active,Isabella,Rossi,34,Female,Married,Colorado,76411.05467455478,736,Employed,78,17,40,2,1,1500.0,2.0,2024-04-03,273.0,65.92868299357752,21.551855546872734,0,4,Severe collision with significant damage,0.35856689924188523,0
10,10,Auto,150.0,55000.0,750.0,2023-01-30,,Active,Jason,Liu,47,Male,Married,Massachusetts,116103.31982900332,689,Employed,65,11,90,2,1,5000.0,3.0,2025-01-12,-11.0,86.32633390680587,18.526177791988253,1,4,"Small scratch, almost no damage",-0.3488000223860417,0
1,1,Auto,120.0,50000.0,500.0,2023-01-10,,Active,Alice,Chen,32,Female,Single,New York,86467.63766838789,712,Employed,75,22,45,2,2,4700.0,3.0,2024-06-10,205.0,78.93156968328249,24.21949384312523,0,4,Theft incident reported in neighborhood,-0.0716469560342757,0
2,2,Home,95.0,350000.0,1000.0,2022-05-01,,Active,Bob,Martinez,45,Male,Married,California,120837.98745052943,685,Employed,82,18,30,1,1,12000.0,5.0,2024-05-18,228.0,73.80002362491513,24.205621478578458,0,2,Car vandalized overnight,0.0005964118700078551,1
3,3,Auto,140.0,60000.0,750.0,2023-03-15,,Active,Carol,Wong,29,Female,Single,Texas,64497.75284787216,670,Self-Employed,60,5,120,3,1,8000.0,4.0,2024-03-21,286.0,85.25925373198402,28.451773629396204,0,2,Windshield cracked by falling debris,0.051394104701037585,1
4,4,Life,200.0,250000.0,0.0,2020-07-20,,Active,Daniel,Kim,52,Male,Married,Illinois,134060.60666564276,775,Employed,88,25,20,1,0,0.0,1.0,,9999.0,90.23338194489408,15.520318532053214,0,1,Minor accident but resolved quickly,0.10904120964563047,0
5,5,Auto,110.0,45000.0,500.0,2022-11-11,,Active,Eva,Lopez,40,Female,Married,Florida,86051.0831693083,736,Employed,69,10,75,2,1,2200.0,2.0,2024-09-01,122.0,68.33291870438876,16.650493004921803,0,2,Water leak caused interior damage,-0.011546622493766505,1
6,6,Auto,175.0,40000.0,1000.0,2023-02-01,,Active,Frank,Ng,37,Male,Single,Washington,73035.34588500217,651,Unemployed,40,2,180,4,0,0.0,1.0,,9999.0,62.92347208130498,23.626274824554166,0,5,Severe collision with significant damage,0.4092421368665788,0
7,7,Home,130.0,500000.0,1500.0,2021-09-12,,Active,Grace,Patel,50,Female,Widowed,New Jersey,95163.51044175605,776,Employed,95,30,15,1,1,9000.0,4.0,2024-11-30,32.0,88.48403405648713,20.923013277993455,0,2,Car vandalized overnight,-0.048261630043922886,1
8,8,Auto,105.0,30000.0,500.0,2023-05-01,,Active,Henry,Smith,28,Male,Single,Nevada,66356.5765288102,593,Student,55,8,200,3,0,0.0,1.0,,9999.0,76.31686583129147,28.885483995571644,0,4,Water leak caused interior damage,-0.030563469959740897,1
9,9,Health,220.0,1000000.0,100.0,2019-10-01,,Active,Isabella,Rossi,34,Female,Married,Colorado,76972.37563795362,744,Employed,78,17,40,2,1,1500.0,2.0,2024-04-03,273.0,62.76207196828304,21.551855546872734,0,4,Severe collision with significant damage,0.31661366561948695,0
10,10,Auto,150.0,55000.0,750.0,2023-01-30,,Active,Jason,Liu,47,Male,Married,Massachusetts,106499.68470852754,683,Employed,65,11,90,2,1,5000.0,3.0,2025-01-12,-11.0,83.99337402780145,18.526177791988253,1,4,"Small scratch, almost no damage",-0.19108859535587192,1
1,1,Auto,120.0,50000.0,500.0,2023-01-10,,Active,Alice,Chen,32,Female,Single,New York,79697.55889798964,703,Employed,75,22,45,2,2,4700.0,3.0,2024-06-10,205.0,76.41905587293475,24.21949384312523,0,4,Theft incident reported in neighborhood,0.07708364058981837,1
2,2,Home,95.0,350000.0,1000.0,2022-05-01,,Active,Bob,Martinez,45,Male,Married,California,116915.17815367314,697,Employed,82,18,30,1,1,12000.0,5.0,2024-05-18,228.0,64.83723007508135,24.205621478578458,0,2,Car vandalized overnight,-0.07897074947465302,1
3,3,Auto,140.0,60000.0,750.0,2023-03-15,,Active,Carol,Wong,29,Female,Single,Texas,66020.42628973887,630,Self-Employed,60,5,120,3,1,8000.0,4.0,2024-03-21,286.0,83.27039627597352,28.451773629396204,0,2,Windshield cracked by falling debris,-0.0071092749494111596,1
4,4,Life,200.0,250000.0,0.0,2020-07-20,,Active,Daniel,Kim,52,Male,Married,Illinois,134802.08178886722,769,Employed,88,25,20,1,0,0.0,1.0,,9999.0,92.0974601818461,15.520318532053214,0,1,Minor accident but resolved quickly,0.2120296154199139,0
5,5,Auto,110.0,45000.0,500.0,2022-11-11,,Active,Eva,Lopez,40,Female,Married,Florida,87418.71116321006,710,Employed,69,10,75,2,1,2200.0,2.0,2024-09-01,122.0,71.22077347372155,16.650493004921803,0,2,Water leak caused interior damage,0.01993475918111189,0
6,6,Auto,175.0,40000.0,1000.0,2023-02-01,,Active,Frank,Ng,37,Male,Single,Washington,68597.55596388946,673,Unemployed,40,2,180,4,0,0.0,1.0,,9999.0,59.16583570420026,23.626274824554166,0,5,Severe collision with significant damage,0.35053803835004527,0
7,7,Home,130.0,500000.0,1500.0,2021-09-12,,Active,Grace,Patel,50,Female,Widowed,New Jersey,93941.70062473505,760,Employed,95,30,15,1,1,9000.0,4.0,2024-11-30,32.0,96.74523761697465,20.923013277993455,0,2,Car vandalized overnight,-0.07730810598054494,1
8,8,Auto,105.0,30000.0,500.0,2023-05-01,,Active,Henry,Smith,28,Male,Single,Nevada,62718.638676653674,604,Student,55,8,200,3,0,0.0,1.0,,9999.0,76.97515778145936,28.885483995571644,0,4,Water leak caused interior damage,0.05764722759114321,1
9,9,Health,220.0,1000000.0,100.0,2019-10-01,,Active,Isabella,Rossi,34,Female,Married,Colorado,79508.84500336993,740,Employed,78,17,40,2,1,1500.0,2.0,2024-04-03,273.0,67.4781264599516,21.551855546872734,0,4,Severe collision with significant damage,0.3930257607472249,0
10,10,Auto,150.0,55000.0,750.0,2023-01-30,,Active,Jason,Liu,47,Male,Married,Massachusetts,112595.5729650142,672,Employed,65,11,90,2,1,5000.0,3.0,2025-01-12,-11.0,86.60591968549971,18.526177791988253,1,4,"Small scratch, almost no damage",-0.3236493193870878,1
1,1,Auto,120.0,50000.0,500.0,2023-01-10,,Active,Alice,Chen,32,Female,Single,New York,88121.10065768001,726,Employed,75,22,45,2,2,4700.0,3.0,2024-06-10,205.0,84.58190082889726,24.21949384312523,0,4,Theft incident reported in neighborhood,0.059494552693749536,1
2,2,Home,95.0,350000.0,1000.0,2022-05-01,,Active,Bob,Martinez,45,Male,Married,California,120604.31984861092,708,Employed,82,18,30,1,1,12000.0,5.0,2024-05-18,228.0,64.43057988405504,24.205621478578458,0,2,Car vandalized overnight,-0.0800201780878935,1
3,3,Auto,140.0,60000.0,750.0,2023-03-15,,Active,Carol,Wong,29,Female,Single,Texas,63073.0769299607,646,Self-Employed,60,5,120,3,1,8000.0,4.0,2024-03-21,286.0,71.99419310919922,28.451773629396204,0,2,Windshield cracked by falling debris,-0.01102430770837058,0
